
38, 43, 45, 67, 73, 77, 100, 
14, 17, 23, 84, 90, 75, 100, 
38, 44, 46, 67, 68, 74, 100, 
38, 42, 48, 67, 70, 76, 100, 
38, 39, 45, 67, 91, 94, 100, 
38, 43, 48, 67, 73, 79, 100, 
38, 44, 45, 67, 91, 96, 100, 
38, 44, 26, 84, 89, 94, 100, 
38, 44, 26, 84, 89, 75, 100, 
14, 18, 22, 84, 90, 75, 100, 
38, 40, 46, 67, 73, 78, 100, 
38, 44, 50, 67, 69, 75, 100, 
38, 44, 48, 67, 70, 74, 100, 
14, 19, 25, 84, 90, 96, 100, 
38, 41, 46, 67, 68, 74, 100, 
38, 43, 48, 67, 72, 74, 100, 
14, 17, 22, 84, 90, 96, 100, 
38, 44, 50, 67, 91, 94, 100, 
14, 18, 24, 84, 90, 96, 100, 
14, 19, 25, 84, 88, 94, 100, 
38, 43, 45, 67, 73, 75, 100, 
38, 44, 48, 67, 91, 94, 100, 
38, 41, 46, 67, 72, 78, 100, 
38, 42, 45, 67, 91, 75, 100, 
14, 18, 23, 84, 90, 75, 100, 
38, 42, 45, 67, 72, 78, 100, 
38, 41, 26, 84, 90, 96, 100, 
38, 41, 45, 67, 73, 77, 100, 
38, 44, 50, 67, 72, 76, 100, 
38, 43, 45, 67, 91, 97, 100, 
38, 40, 45, 67, 73, 76, 100, 
38, 44, 26, 84, 88, 94, 100, 
38, 41, 26, 84, 90, 94, 100, 
38, 44, 48, 67, 73, 74, 100, 
38, 43, 46, 67, 72, 76, 100, 
38, 43, 26, 84, 89, 75, 100, 
38, 44, 50, 67, 73, 76, 100, 
38, 41, 46, 67, 70, 75, 100, 
38, 39, 45, 67, 73, 74, 100, 
14, 20, 23, 84, 88, 94, 100, 
38, 44, 48, 67, 73, 78, 100, 
38, 44, 46, 67, 91, 94, 100, 
38, 41, 45, 67, 70, 74, 100, 
38, 44, 46, 67, 91, 97, 100, 
14, 20, 25, 84, 90, 75, 100, 
38, 44, 50, 67, 91, 97, 100, 
38, 42, 48, 67, 72, 74, 100, 
38, 43, 48, 67, 69, 75, 100, 
38, 40, 45, 67, 72, 78, 100, 
38, 43, 26, 84, 89, 94, 100, 
38, 40, 45, 67, 72, 77, 100, 
38, 40, 45, 67, 72, 75, 100, 
38, 39, 45, 67, 73, 75, 100, 
38, 42, 26, 84, 89, 94, 100, 
14, 20, 24, 84, 89, 75, 100, 
38, 40, 45, 67, 91, 94, 100, 
14, 20, 24, 84, 89, 94, 100, 
38, 43, 46, 67, 68, 74, 100, 
38, 42, 46, 67, 91, 97, 100, 
14, 17, 22, 84, 90, 75, 100, 
38, 40, 46, 67, 69, 75, 100, 
38, 39, 45, 67, 72, 78, 100, 
38, 40, 45, 67, 69, 75, 100, 
38, 39, 45, 67, 72, 76, 100, 
38, 43, 45, 67, 72, 75, 100, 
38, 41, 26, 84, 89, 75, 100, 
14, 19, 23, 84, 89, 75, 100, 
38, 44, 50, 67, 70, 75, 100, 
38, 41, 45, 67, 68, 74, 100, 
14, 18, 22, 84, 90, 96, 100, 
38, 42, 45, 67, 73, 78, 100, 
38, 40, 46, 67, 73, 74, 100, 
14, 20, 23, 84, 89, 94, 100, 
14, 18, 23, 84, 88, 94, 100, 
14, 18, 23, 84, 90, 94, 100, 
38, 43, 45, 67, 70, 76, 100, 
38, 42, 48, 67, 73, 75, 100, 
38, 40, 46, 67, 72, 74, 100, 
38, 42, 45, 67, 68, 74, 100, 
38, 44, 50, 67, 73, 75, 100, 
38, 43, 48, 67, 91, 75, 100, 
38, 44, 46, 67, 69, 75, 100, 
38, 44, 50, 67, 73, 78, 100, 
14, 17, 22, 84, 90, 94, 100, 
14, 19, 24, 84, 90, 94, 100, 
38, 43, 45, 67, 70, 75, 100, 
38, 44, 46, 67, 73, 76, 100, 
38, 44, 48, 67, 72, 76, 100, 
14, 18, 23, 84, 90, 96, 100, 
38, 40, 46, 67, 73, 79, 100, 
38, 42, 48, 67, 69, 74, 100, 
14, 17, 22, 84, 88, 94, 100, 
38, 43, 48, 67, 70, 74, 100, 
38, 43, 48, 67, 69, 74, 100, 
38, 41, 46, 67, 70, 74, 100, 
38, 42, 48, 67, 72, 78, 100, 
14, 20, 23, 84, 90, 96, 100, 
38, 39, 45, 67, 73, 77, 100, 
14, 19, 23, 84, 88, 94, 100, 
38, 44, 46, 67, 73, 74, 100, 
38, 41, 45, 67, 73, 78, 100, 
14, 19, 23, 84, 90, 75, 100, 
38, 44, 48, 67, 91, 97, 100, 
38, 44, 45, 67, 70, 76, 100, 
38, 42, 46, 67, 73, 77, 100, 
38, 44, 50, 67, 72, 77, 100, 
38, 43, 48, 67, 72, 76, 100, 
38, 42, 46, 67, 72, 77, 100, 
14, 19, 24, 84, 88, 94, 100, 
38, 41, 45, 67, 91, 75, 100, 
38, 39, 45, 67, 72, 75, 100, 
38, 42, 45, 67, 91, 96, 100, 
38, 41, 45, 67, 91, 96, 100, 
38, 43, 48, 67, 73, 76, 100, 
38, 42, 46, 67, 70, 75, 100, 
38, 42, 48, 67, 73, 77, 100, 
14, 19, 22, 84, 90, 94, 100, 
38, 44, 45, 67, 72, 76, 100, 
14, 20, 26, 84, 90, 96, 100, 
38, 41, 45, 67, 73, 79, 100, 
14, 17, 23, 84, 90, 96, 100, 
14, 18, 22, 84, 88, 94, 100, 
38, 40, 46, 67, 73, 77, 100, 
38, 41, 46, 67, 69, 74, 100, 
38, 40, 46, 67, 70, 75, 100, 
38, 41, 45, 67, 72, 77, 100, 
14, 18, 22, 84, 89, 94, 100, 
38, 44, 48, 67, 72, 78, 100, 
38, 44, 46, 67, 72, 78, 100, 
38, 44, 45, 67, 73, 76, 100, 
14, 18, 24, 84, 90, 75, 100, 
38, 44, 45, 67, 72, 77, 100, 
38, 39, 45, 67, 91, 96, 100, 
38, 43, 48, 67, 73, 78, 100, 
14, 19, 24, 84, 89, 94, 100, 
38, 42, 46, 67, 73, 79, 100, 
38, 42, 48, 67, 73, 74, 100, 
38, 39, 45, 67, 91, 97, 100, 
14, 20, 25, 84, 89, 75, 100, 
38, 43, 45, 67, 73, 79, 100, 
38, 44, 46, 67, 73, 77, 100, 
38, 41, 46, 67, 73, 75, 100, 
38, 43, 46, 67, 70, 74, 100, 
14, 20, 25, 84, 89, 94, 100, 
38, 44, 48, 67, 68, 74, 100, 
38, 43, 45, 67, 91, 75, 100, 
14, 19, 25, 84, 90, 75, 100, 
38, 42, 46, 67, 91, 75, 100, 
38, 43, 45, 67, 91, 96, 100, 
38, 39, 45, 67, 70, 76, 100, 
